DAC_sector_code,DAC_sector_name,DAC_5_code,DAC_5_name,CRS_code,DESCRIPTION,notes,parent_code,cc_id
120,SANTE,122,Santé de base,12261,Éducation sanitaire,"Information, éducation et formation de la population pour l’amélioration des connaissances et des pratiques liées à la santé ; campagnes pour la santé publique et programmes de sensibilisation ; promotion de meilleures pratiques d’hygiène personnelle, notamment de l’utilisation d’équipements sanitaires et du savonnage des mains.",,5.1.1
120,SANTE,122,Santé de base,12262,Lutte contre le paludisme,Prévention et lutte contre le paludisme.,,5.1.1
120,SANTE,122,Santé de base,12263,Lutte contre la tuberculose,"Vaccination, prévention et lutte contre la tuberculose.",,5.1.1
120,SANTE,122,Santé de base,12281,Formation de personnel de santé,Formation du personnel de santé pour les services et les soins sanitaires de base.,,5.1.1
130,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,,,13010,Politique/programmes en matière de population et gestion administrative,"Politique en matière de population et de développement ; recensement, enregistrement des naissances/décès ; données sur la migration ; recherche et analyse démographiques ; recherche en santé et fertilité ; activités de population non spécifiées.",,5.1.1
130,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,,,13020,Soins en matière de fertilité,"Santé et fertilité ; soins prénatals et périnatals, y compris l’accouchement ; prévention et traitement de la stérilité ; prévention et suites de l’avortement ; activités pour une maternité sans risque.",,5.1.1
130,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,,,13030,Planification familiale ,"Conseils en planification familiale ; activités d’information, d’éducation et de communication (IEC) ; distribution de produits contraceptifs ; accroissement des moyens et aptitudes, formation.",,5.1.1
130,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,,,13040,Lutte contre les MST et VIH/sida ,"Toutes activités liées au contrôle des maladies sexuellement transmissibles et du VIH/sida ; activités d’information, éducation et communication ; dépistage ; prévention ; traitement, soins.",,5.1.1
130,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,,,13081,Formation de personnel  en matière de population et de santé et fertilité,Éducation et formation du personnel de santé pour les services de population ainsi que les soins en matière de santé et fertilité.,,5.1.1
140,EAU ET ASSAINISSEMENT,,,14010,Politique et gestion administrative du secteur de l’eau,"Politique et gouvernance du secteur de l’eau, y compris législation, réglementation, planification et gestion ainsi que gestion transfrontalière de l’eau; renforcement des capacités institutionnelles ; activités favorisant une approche intégrée de la gestion des ressources en eau (GIRE).",,4.1.1
140,EAU ET ASSAINISSEMENT,,,14015,Préservation des ressources en eau (y compris collecte de données),"Collecte et utilisation de données quantitatives et qualitatives sur les ressources en eau ; création et mise en commun de connaissances sur l’eau ; préservation et remise en état des eaux intérieures de surface (rivières, lacs, etc.), des nappes souterraines et des eaux côtières ; prévention de la contamination des eaux.",,4.2.4
140,EAU ET ASSAINISSEMENT,,,14020,Approvisionnement en eau et assainissement – systèmes à grande échelle,"Programmes dont les composantes relatives aux codes 14021 et 14022 ne peuvent être identifiées séparément. Lorsque les composantes sont connues, elles devraient être individuellement notifiées sous leurs codes respectifs : approvisionnement en eau [14021], assainissement [14022] et hygiène [12261].",,4.1.4
140,EAU ET ASSAINISSEMENT,,,14021,Approvisionnement en eau – systèmes à grande échelle,Usines de traitement d’eau potable ; ouvrages d’adduction ; stockage ; stations de pompage pour l’approvisionnement en eau ; réseaux d’adduction et de distribution à grande échelle. ,,4.1.6
140,EAU ET ASSAINISSEMENT,,,14022,Assainissement – systèmes à grande échelle,Réseaux d’assainissement à grande échelle y compris égouts et stations de pompage des eaux d’égouts ; usines de traitement des eaux usées domestiques et industrielles.,,4.1.8
140,EAU ET ASSAINISSEMENT,,,14030,Approvisionnement en eau potable et assainissement - dispositifs de base,"Programmes dont les composantes relatives aux codes 14031 et 14032 ne peuvent être identifiées séparément. Lorsque les composantes sont connues, elles devraient être individuellement notifiées sous leurs codes respectifs : approvisionnement en eau [14031], assainissement [14032] et hygiène [12261].",,4.1.3
140,EAU ET ASSAINISSEMENT,,,14031,Approvisionnement en eau potable – dispositifs de base,"Dispositifs ruraux d’approvisionnement en eau reposant sur des pompes manuelles, des captages de sources, des systèmes par gravité, la collecte des eaux de pluie et de brouillard, des citernes, des systèmes simplifiés de distribution avec points d’eau collectifs/branchements partagés. Dispositifs urbains utilisant des pompes manuelles et mini-réseaux, y compris ceux avec branchements partagés et bornes-fontaines. ",,4.1.5
140,EAU ET ASSAINISSEMENT,,,14032,Assainissement – dispositifs de base,"Latrines, dispositifs d’assainissement autonomes et systèmes alternatifs, y compris la promotion d’investissements de la part des ménages et des communautés locales dans la construction d’équipements de ce type. (Utiliser le code 12261 pour les activités de promotion des règles d’hygiène personnelle.)",,4.1.7
140,EAU ET ASSAINISSEMENT,,,14040,Aménagement de bassins fluviaux,Projets de bassins fluviaux centrés sur les infrastructures et activités institutionnelles connexes ; régulation des cours d’eau ; barrages et réservoirs [à l’exclusion des barrages hydroélectriques (23065) et barrages pour l’irrigation (31140) et activités liées au transport fluvial (21040)]. ,,4.2.4
140,EAU ET ASSAINISSEMENT,,,14050,Traitement des déchets,"Au niveau municipal et industriel, y compris les déchets dangereux et toxiques ; enlèvement et traitement ; zones d’enfouissement des déchets ; compost et recyclage.",,4.1.9
140,EAU ET ASSAINISSEMENT,,,14081,Éducation et formation en matière d’approvisionnement en eau et d’assainissement,Activités d’éducation et de formation destinées aux professionnels et fournisseurs de services de ce secteur.,,4.1.2
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15110,Politiques publiques et gestion administrative,"Aide au renforcement des institutions visant à consolider les capacités et systèmes principaux de gestion du secteur public. Ceci recouvre la gestion macroéconomique et la gestion d’autres politiques, la coordination, la planification et la réforme ; la gestion des ressources humaines ; le développement organisationnel ; la réforme de la fonction publique ; l’administration électronique ; la planification, le suivi et l’évaluation du développement ; le soutien aux ministères participant à la coordination de l’aide ; d’autres ministères et services gouvernementaux lorsque le secteur ne peut pas être précisé. (Utiliser des codes sectoriels spécifiques pour le renforcement des systèmes et des capacités dans les ministères sectoriels.)",,0
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15111,Gestion des finances publiques,"Politique et planification budgétaires ; soutien aux ministères des finances ; renforcement de la responsabilité financière et administrative ; gestion des dépenses publiques ; amélioration des systèmes de gestion financière ; politique et administration fiscales ; préparation du budget ; relations budgétaires intergouvernementales, audit public, dette publique. (Utiliser le code 33120 pour les douanes.)",,0
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15112,Décentralisation et soutien aux administrations infranationales,"Processus de décentralisation (y compris aspects politiques, administratifs et budgétaires) ; relations intergouvernementales et fédéralisme ; renforcement des services des administrations régionales et locales, des autorités régionales et locales et de leurs associations nationales. (Utiliser des codes sectoriels spécifiques pour la décentralisation de la gestion et des services sectoriels.)",,0
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15113,Organisations et institutions pour la lutte contre la corruption ,"Organisations, institutions et cadres spécialisés dans la prévention et la lutte contre la corruption active et passive, le blanchiment d’argent et d’autres aspects du crime organisé, dotés ou non de pouvoirs pour faire respecter la loi, comme les commissions chargées de la lutte contre la corruption et les organismes de suivi, les services spéciaux d’enquête, les institutions et les initiatives de contrôle de l’intégrité et de l’éthique, les ONG spécialisées, d’autres organisations de citoyens et de la société civile s’occupant directement de lutter contre la corruption.",,2.1.8
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15114,Politique macroéconomique,,15110,1.3.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15116,Contrôle interne national,,15111,1.3.10
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15117,Gestion de l'aide et de la dette publique,,15111,1.3.5
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15118,Politique fiscale,,15111,1.3.6
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15119,Recouvrement de l'impôt,,15111,1.3.7
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15121,Affaires étrangères,,15110,1.4.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15122,Missions diplomatiques,,15110,1.4.2
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15123,Aide publique au développement,,15110,1.4.3
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15124,Services généraux de personnel,,15110,1.5.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15125,Services centralisés d'approvisionnement et d'achat,,15110,1.7.2
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15126,Autres services généraux,,15110,1.7.4
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15130,Développement des services légaux et judiciaires,"Soutien aux institutions, systèmes et procédures du secteur de la justice, aussi bien officiels que non officiels ; soutien aux ministères de la justice et de l’intérieur ; juges et tribunaux ; services de rédaction des actes juridiques ; associations d’avocats et de juristes ; formation juridique professionnelle ; maintien de l’ordre et de la sécurité publique ; gestion des frontières ; organismes chargés de faire respecter la loi, police, prisons et leur supervision ; médiateurs ; mécanismes alternatifs de règlement des conflits, d’arbitrage et de médiation ; aide et conseil juridiques ; pratiques traditionnelles, indigènes et paralégales ne faisant pas partie du système juridique officiel.
Mesures à l’appui de l’amélioration des cadres juridiques, constitutions, lois et réglementations ; rédaction et révision de textes législatifs et constitutionnels ; réforme juridique ; intégration des systèmes légaux officiels et non officiels.
Éducation juridique ; diffusion d’informations sur les droits et les voies de recours en cas d’injustice ; campagnes de sensibilisation.
(Utiliser les codes 152xx pour les activités ayant principalement pour objet de soutenir la réforme des systèmes de sécurité ou entreprises en liaison avec des activités de maintien de la paix à l’issue d’un conflit.)
",,0
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15131,"Politiques, planification et administration",,15130,2.1.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15132,Services de police,,15130,2.1.2
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15133,Services de protection contre les incendies,,15130,2.1.3
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15134,Justice,,15130,2.1.4
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15135,Ombudsman,,15130,2.1.5
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15136,Immigration,,15130,2.1.7
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15137,Administration pénitentiaire,,15130,2.1.9
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15140,"Politiques, planification et administration",,15110,3.1.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15141,Économie générale,,15110,3.1.2
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15142,Elaboration des normes nationales,,15110,3.1.7
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15143,Services météorologiques,,15110,3.8.13
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15150,Participation démocratique et société civile,"Soutien à l’exercice de la démocratie et à diverses formes de participation des citoyens, excepté les élections (15151) ; instruments de démocratie directe comme les référendums et les initiatives de citoyens ; soutien aux organisations pour représenter et défendre leurs membres, assurer un suivi, participer et demander des comptes aux gouvernements, et pour aider les citoyens à apprendre à agir dans la sphère publique ; programmes d’études et enseignement de l’éducation civique à différents niveaux. (Ce code‑objet est limité aux activités ciblées sur des questions de gouvernance. Lorsque l’aide à la société civile ne concerne pas la gouvernance, utiliser d’autres codes‑objet appropriés.)",,1.7.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15151,Élections,"Organes et processus de gestion électorale, observation des processus électoraux, éducation civique des électeurs. (Utiliser le code 15230 lorsque les activités se déroulent dans le cadre d'une opération internationale de maintien de la paix.)",,1.8.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15152,Assemblées législatives et partis politiques,"Aide au renforcement des fonctions clés des assemblées législatives/parlements, y compris des assemblées et conseils infranationaux (représentation ; surveillance ; législation), par exemple amélioration des capacités des organes législatifs, amélioration du fonctionnement des commissions et des procédures administratives des assemblées législatives ; systèmes de gestion de la recherche et de l’information ; mise en place de programmes de formation à l’intention des législateurs et du personnel de soutien. Aide aux partis politiques et renforcement des systèmes de partis.",,1.2.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15153,Médias et liberté de l’information,"Activités qui favorisent une diffusion libre et non censurée de l’information sur les questions publiques ; activités visant à améliorer les compétences rédactionnelles et techniques, et l’intégrité des médias – presse écrite, radio et télévision – par exemple, formation des journalistes. (Utiliser les codes 22010‑22040 pour la fourniture d’équipements et d’une aide financière aux médias.)",,1.7.4
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15154,Exécutif,,15110,1.1.1
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15160,Droits de la personne,"Mesures visant à soutenir les institutions et mécanismes spécialisés dans les droits de la personne opérant aux niveaux mondial, régional, national ou local, dans leur mission officielle de promotion et de protection des droits civils et politiques, économiques, sociaux et culturels tels qu’ils sont définis dans les conventions et pactes internationaux ; transposition dans la législation nationale des engagements internationaux concernant les droits de la personne ; notification et suivi ; dialogue sur les droits de la personne.
Défenseurs des droits de la personne et ONG œuvrant dans ce domaine ; promotion des droits de la personne, défense active, mobilisation ; activités de sensibilisation et éducation des citoyens aux droits de la personne.
Élaboration de programmes concernant les droits de la personne, ciblés sur des groupes particuliers, comme les enfants, les individus en situation de handicap, les migrants, les minorités ethniques, religieuses, linguistiques et sexuelles, les populations autochtones et celles qui sont victimes de discrimination de caste, les victimes de la traite d’êtres humains, les victimes de la torture. (Utiliser le code 15230 lorsque les activités se déroulent dans le cadre d'une opération internationale de maintien de la paix).
(Utiliser le code 15230 lorsque les activités sont en rapport avec le maintien de la paix des NU à l’issue d’un conflit.)
",,2.1.6
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15170,Organisations et institutions pour l’égalité des femmes,Soutien aux institutions et organisations (gouvernementales et non gouvernementales) qui œuvrent pour l’égalité homme‑femme et l’autonomisation des femmes.,,5.4.5
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15181,Financement des collectivités locales,,15112,1.3.8
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15182,Autres transferts entre institutions,,15112,1.3.9
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15185,Administration publique locale ,,15112,1.7.3
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15191,Suivi et evaluation au niveau national,,15110,1.3.11
150,GOUVERNEMENT ET SOCIETE CIVILE,151,"Gouvernement et société civile, général",15192,Planification,,15110,1.3.3
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15210,Gestion et réforme des systèmes de sécurité,"Coopération technique en faveur des parlements, des ministères publics, des services chargés de faire respecter la loi et des instances judiciaires pour aider à examiner et à réformer les systèmes de sécurité afin d’améliorer la gouvernance démocratique et le contrôle par les civils ; 
coopération technique en faveur des gouvernements à l’appui du renforcement de la supervision civile et du contrôle démocratique sur la budgétisation, la gestion, la transparence et l’audit des dépenses de sécurité, y compris les dépenses militaires, dans le cadre d’un programme d’amélioration de la gestion des dépenses publiques ;
assistance apportée à la société civile en vue de renforcer ses compétences en matière de sécurité et sa capacité de veiller à ce que le système de sécurité soit géré conformément aux normes démocratiques et aux principes de responsabilité, de transparence et de bonne gouvernance. [Autre que dans le cadre d'une opération internationale de maintien de la paix (15230)].",,0
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15211,"Politiques, planification et administration",,15210,2.2.1
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15212,Défense civile,,15210,2.2.3
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15220,"Dispositifs civils de construction de la paix, et de prévention et de règlement des conflits ","Aide à des activités civiles de construction de la paix, et de prévention et de règlement des conflits, y compris renforcement des capacités, suivi, dialogue et échange d’informations. Participation bilatérale à des missions civiles internationales en faveur de la paix comme celles qui sont conduites par le Département des affaires politiques des Nations unies (UNDPA) ou l'Union européenne (Politique européenne de sécurité et de défense), et contributions à des fonds ou commissions civils pour la paix (par exemple, Commission de consolidation de la paix, guichet thématique "" Construction de la paix "" du Fonds pour la réalisation des OMD, etc.). Les contributions peuvent être apportées sous la forme d'un financement ou à travers la fourniture de matériel ou de personnel civil ou militaire (par exemple, pour la formation des civils). (Utiliser le code 15230 pour la participation bilatérale à des opérations internationales de maintien de la paix).",,2.1.10
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15230,Participation à des opérations internationales de maintien de la paix,"Participation bilatérale à des opérations de maintien de la paix mandatées ou autorisées par les Nations unies (NU) à travers des résolutions du Conseil de sécurité, et conduites par des organisations internationales, par exemple les Nations unies, l’OTAN, l’Union européenne (opérations liées à la sécurité dans le cadre de la Politique européenne de sécurité et de défense) ou des groupements régionaux de pays en développement.
Les contributions directes au budget du Département des opérations de maintien de la paix des NU (UNDPKO) ne sont pas à notifier comme opérations bilatérales (elles comptent en partie comme APD multilatérale, voir l’annexe 9).
Les activités qui peuvent être notifiées au titre de l’APD bilatérale sous ce code sont uniquement les suivantes : droits de l’homme et supervision des élections ; réinsertion des soldats démobilisés ; remise en état des infrastructures de base du pays ; supervision ou recyclage des administrateurs civils et des forces de police ; réforme des systèmes de sécurité et autres activités liées à l’État de droit ; formation aux procédures douanières et de contrôle aux frontières ; conseil ou formation concernant les politiques budgétaires ou macroéconomiques de stabilisation ; rapatriement et démobilisation des factions armées et destruction de leurs armes ; déminage. Les activités d’imposition de la paix entreprises dans le cadre des opérations internationales de maintien de la paix ne sont comptabilisables dans l’APD.
Les contributions bilatérales comptabilisables dans l’APD au titre des opérations de maintien de la paix peuvent être apportées sous la forme d’un financement ou à travers la fourniture de matériel ou de personnel militaire ou civil (par exemple, fonctionnaires de police). Le coût à notifier est donné par le surcoût encouru pour l’entretien du personnel et du matériel du fait qu’ils ont pris part à une opération de maintien de la paix. Les coûts relatifs aux contingents militaires participant à des opérations de maintien de la paix de l’UNDPKO ne sont pas comptabilisables en APD.
Les opérations internationales de maintien de la paix peuvent comprendre des activités de type humanitaire (contributions apportées sous la forme de matériel ou de personnel), comme celles qui sont décrites sous les codes 7xxxx. Elles doivent être incluses sous le code 15230 si elles font partie intégrante des activités ci-dessus, sinon elles doivent être notifiées sous l’aide humanitaire.
NB : Lors de l’utilisation de ce code, indiquer le nom de l’opération dans la description succincte de l’activité notifiée.
",,2.1.10
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15240,Réintégration et contrôle des armes légères et de petit calibre,"Réinsertion du personnel militaire démobilisé dans la vie économique et civile ; conversion des usines d’armes en usines de produits à usage civil ; coopération technique destinée à contrôler, prévenir et/ou réduire la prolifération d’armes légères et de petit calibre – voir le paragraphe 80 des Directives pour la définition des activités couvertes. [Autre que dans le cadre d’une opération internationale de maintien de la paix (15230) ou  enfants soldats (15261)].",,2.1.11
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15250,Enlèvement des mines terrestres et restes explosifs de guerre,"Toutes les activités liées aux mines terrestres et aux restes explosifs de guerre dont le but essentiel est de bénéficier aux pays en développement, y compris l'enlèvement des mines terrestres et des restes explosifs de guerre et la destruction des stocks à des fins de développement [autre qu'en rapport avec la participation à des opérations internationales de maintien de la paix (15230)] ; sensibilisation au risque ; réhabilitation, réinsertion et assistance aux victimes, et les activités de recherche et développement sur le déminage. Seules les activités menées à fins civiles sont éligibles à l'APD.",,2.2.3
150,GOUVERNEMENT ET SOCIETE CIVILE,152,"Prévention et règlement des conflits, paix et sécurité",15261,Enfants soldats (Prévention et démobilisation) ,"Coopération technique en faveur des gouvernements – et assistance aux organisations de la société civile – à l’appui de l’adoption et de l’application de lois destinées à empêcher le recrutement d’enfants en tant que soldats ; appui à la démobilisation, au désarmement, à la réinsertion, au rapatriement et à la réintégration (DDR) des enfants soldats. ",,2.1.11
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16010,Services sociaux,"Législation et administration sociales ; renforcement des capacités institutionnelles et conseils ; sécurité sociale et autres plans sociaux ; programmes spécifiques pour les personnes âgées, orphelins, handicapés, enfants abandonnés ; dimensions sociales de l’ajustement structurel ; infrastructure et services sociaux non spécifiés, y compris la protection des consommateurs.",,0
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16011,"Politiques, planification et administration",,16010,5.4.1
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16012,Protection sociale (excluant retraite),,16010,5.4.2
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16013,Retraites,,16010,5.4.3
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16014,Régimes de retraite du personnel militaire et des fonctionnaires,,16010,5.4.4
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16015,"Protection sociale (y compris jeunes, femmes et enfants)",,16010,5.4.5
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16020,Politique de l’emploi et gestion administrative,Politique et planification de l’emploi ; législation ; syndicats ; renforcement des capacités institutionnelles et conseils ; programmes de l’aide aux chômeurs ; programmes de création d’emplois et de génération de revenus ; sécurité et santé dans le travail ; lutte contre le travail des enfants.,,3.1.6
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16030,Politique du logement et gestion administrative,"Politique du logement, planification et programmes ; à l’exclusion du logement à coût réduit (16040).",,5.4.9
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16040,Logement à coût réduit,Y compris la suppression des bidonvilles.,,5.4.9
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16050,Aide plurisectorielle pour les services sociaux de base,"Les services sociaux de base incluent l’éducation de base, la santé de base, les activités en matière de population/santé et fertilité ainsi que les systèmes de distribution d’eau potable de base et assainissement de base.",,0
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16061,Culture et loisirs,Y compris bibliothèques et musées.,,0
160,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,,,16062,Renforcement des capacités statistiques,Dans les offices statistiques nationaux et les autres ministères concernés.,,1.6.1
